Date, Close
,2023-09-05,340.290009
,2023-09-04,341.019989
,2023-09-01,338.279999
,2023-08-31,334.75
,2023-08-30,334.940002
,2023-08-29,333.76001
,2023-08-28,332.529999
,2023-08-25,330.25
,2023-08-24,333.820007
,2023-08-23,329.149994
,2023-08-22,329.700012
,2023-08-21,328.839996
,2023-08-18,328.420013
,2023-08-17,330.230011
,2023-08-16,331.279999
,2023-08-14,336.329987
,2023-08-11,338.980011
,2023-08-10,340.459991
,2023-08-09,341.609985
,2023-08-08,337.950012
,2023-08-07,339.679993
,2023-08-04,341.25
,2023-08-03,341.540009
,2023-08-02,343.799988
,2023-08-01,351
,2023-07-31,345.619995
,2023-07-28,344.029999
,2023-07-27,344.76001
,2023-07-26,340.559998
,2023-07-25,344.920013
,2023-07-24,344.320007
,2023-07-21,342.390015
,2023-07-20,341.670013
,2023-07-19,343.109985
,2023-07-18,343.380005
,2023-07-17,345.75
,2023-07-14,346.929993
,2023-07-13,341.130005
,2023-07-12,339.459991
,2023-07-11,337.019989
,2023-07-10,330.839996
,2023-07-07,331.570007
,2023-07-06,336.200012
,2023-07-05,339.040009
,2023-07-04,341.589996
,2023-07-03,343.079987
,2023-06-30,337.950012
,2023-06-29,336.390015
,2023-06-28,338.410004
,2023-06-27,340.320007
,2023-06-26,340.380005
,2023-06-23,338.450012
,2023-06-22,341.119995
,2023-06-21,339.440002
,2023-06-20,342.579987
,2023-06-19,343.130005
,2023-06-16,345.170013
,2023-06-15,343.190002
,2023-06-14,344.649994
,2023-06-13,346.390015
,2023-06-12,344.570007
,2023-06-09,346.790009
,2023-06-08,342.75
,2023-06-07,343.220001
,2023-06-05,343.910004
,2023-06-02,342.670013
,2023-06-01,338.079987
,2023-05-31,339.119995
,2023-05-30,341.5
,2023-05-26,337.109985
,2023-05-25,335.350006
,2023-05-24,336.48999
,2023-05-23,337.089996
,2023-05-22,336.269989
,2023-05-19,334.230011
,2023-05-18,329.839996
,2023-05-17,326.609985
,2023-05-16,325.309998
,2023-05-15,324.459991
,2023-05-12,323.609985
,2023-05-11,325.279999
,2023-05-10,326.040009
,2023-05-09,328.220001
,2023-05-08,328.899994
,2023-05-04,326.170013
,2023-05-03,326.519989
,2023-05-02,329.089996
,2023-04-28,326.459991
,2023-04-27,325.089996
,2023-04-26,323.970001
,2023-04-25,324.480011
,2023-04-24,328.700012
,2023-04-21,330.940002
,2023-04-20,332.660004
,2023-04-19,333.769989
,2023-04-18,333.5
,2023-04-17,333.920013
,2023-04-14,333.679993
,2023-04-13,333.089996
,2023-04-12,332.089996
,2023-04-11,330.869995
,2023-04-10,326.380005
,2023-04-07,323.359985
,2023-04-06,317.820007
,2023-04-05,323.559998
,2023-04-04,321.75
,2023-04-03,320.380005
,2023-03-31,322.029999
,2023-03-30,318.049988
,2023-03-29,317.01001
,2023-03-28,316.359985
,2023-03-27,312.850006
,2023-03-24,314.299988
,2023-03-23,315.75
,2023-03-22,314.109985
,2023-03-21,310.359985
,2023-03-20,309.48999
,2023-03-17,312.070007
,2023-03-16,308.390015
,2023-03-15,309.100006
,2023-03-14,305.579987
,2023-03-13,313.209991
,2023-03-10,310.649994
,2023-03-09,314.040009
,2023-03-08,315.380005
,2023-03-07,319.799988
,2023-03-06,320.940002
,2023-03-03,316.359985
,2023-03-02,316.26001
,2023-02-28,314.799988
,2023-02-27,313.940002
,2023-02-24,316.940002
,2023-02-23,319.440002
,2023-02-22,315.940002
,2023-02-21,321.559998
,2023-02-20,321.790009
,2023-02-17,320.779999
,2023-02-16,324.100006
,2023-02-15,317.98999
,2023-02-14,323.470001
,2023-02-13,321.75
,2023-02-10,323.690002
,2023-02-09,324.899994
,2023-02-08,325.630005
,2023-02-07,320.549988
,2023-02-06,318.829987
,2023-02-03,325.859985
,2023-02-02,323.929993
,2023-02-01,321.190002
,2023-01-31,317.26001
,2023-01-30,322.670013
,2023-01-27,327.980011
,2023-01-26,325.570007
,2023-01-25,320.76001
,2023-01-20,315.579987
,2023-01-19,313.809998
,2023-01-18,311.910004
,2023-01-17,313.75
,2023-01-16,316.040009
,2023-01-13,313.769989
,2023-01-12,310.700012
,2023-01-11,310.380005
,2023-01-10,309.570007
,2023-01-09,309.690002
,2023-01-06,301.529999
,2023-01-05,297.869995
,2023-01-04,295.980011
,2023-01-03,289.579987
,2023-01-02,289.790009
,2022-12-29,291.100006
,2022-12-28,297.089996
,2022-12-27,304.220001
,2022-12-26,302.269989
,2022-12-23,302.070007
,2022-12-22,307.480011
,2022-12-21,303.230011
,2022-12-20,304.049988
,2022-12-19,306.769989
,2022-12-16,307.480011
,2022-12-15,307.730011
,2022-12-14,313.230011
